Rank,Product,Team,Year,Product_Category,Sales_Engineer,BKS_Sales,KWG_Sales,TNG_Sales,BGR_Sales,Total_Sales
2800,Yoshi,TMSales3,1991.0,Air Preparation,Bayu,0.0,0.0,0.73,0.0,0.73
2801,Mortal Kombat 4,TMSales12,1998.0,FRL,GT Interactive,0.55,0.17,0.0,0.01,0.73
2802,F1 2011,TMSales5,2011.0,Switches/Sensors,Codemasters,0.11,0.51,0.01,0.09,0.73
2803,Madden NFL 10,TMSales1,2009.0,Air Cylinders,Amir,0.63,0.04,0.0,0.06,0.73
2804,Kirby: Canvas Curse,TMSales4,2005.0,Electric Actuators,Bayu,0.37,0.0,0.32,0.04,0.73
2805,Croc 2,TMSales13,1999.0,Electric Actuators,Fox Interactive,0.41,0.28,0.0,0.05,0.73
2806,Practise English!,TMSales4,2007.0,Vacuum Equipment,Bayu,0.0,0.0,0.73,0.0,0.73
2807,Oddworld: Munch's Oddysee,TMSales14,2001.0,Electric Actuators,Kriston,0.54,0.16,0.0,0.03,0.73
2808,Berzerk,TMSales16,1981.0,Rotary Actuators,Kriston,0.68,0.04,0.0,0.01,0.73
2809,NHL 11,TMSales5,2010.0,Air Cylinders,Amir,0.61,0.07,0.0,0.05,0.73
2810,Dragon Age: Inquisition,TMSales15,2014.0,Fittings/Tubing,Amir,0.32,0.34,0.0,0.07,0.73
2811,iCarly,TMSales4,2009.0,Lubrication,Febby,0.67,0.01,0.0,0.05,0.73
2812,DiRT 3,TMSales5,2011.0,Switches/Sensors,Codemasters,0.23,0.41,0.01,0.08,0.73
2813,NCAA Football 07,TMSales5,2006.0,Air Cylinders,Amir,0.67,0.0,0.0,0.06,0.73
2814,Just Dance Wii,TMSales1,2011.0,Vacuum Equipment,Bayu,0.0,0.0,0.73,0.0,0.73
2815,Full Spectrum Warrior,TMSales14,2004.0,Accessories,Yogi,0.54,0.16,0.0,0.03,0.73
2816,Katamari Damacy,TMSales7,2004.0,Air Preparation,Yaqub,0.47,0.02,0.17,0.08,0.73
2817,Beyblade VForce: Ultimate Blader Jam,TMSales9,2003.0,Directional Control Valves,Kriston,0.52,0.19,0.0,0.01,0.73
2818,Ratchet & Clank Collection,TMSales6,2012.0,Directional Control Valves,Ferdi,0.47,0.14,0.02,0.09,0.73
2819,Avatar: The Game,TMSales1,2009.0,Directional Control Valves,Andrias,0.33,0.32,0.0,0.08,0.73
2820,Shaun Palmer's Pro Snowboarder,TMSales7,2001.0,Air Cylinders,Codemasters,0.36,0.28,0.0,0.09,0.73
2821,MX vs. ATV Reflex,TMSales5,2009.0,Switches/Sensors,Yogi,0.52,0.15,0.0,0.06,0.73
2822,Imagine: Interior Designer,TMSales4,2008.0,Flow Control,Andrias,0.34,0.31,0.0,0.08,0.73
2823,SSX,TMSales5,2012.0,Air Cylinders,Amir,0.38,0.28,0.0,0.06,0.72
2824,Style Savvy: Trendsetters,TMSales10,2012.0,Flow Control,Bayu,0.16,0.02,0.53,0.01,0.72
2825,James Bond 007: Agent Under Fire,TMSales19,2002.0,Rotary Actuators,Amir,0.56,0.15,0.0,0.02,0.72
2826,XCOM: Enemy Unknown,TMSales15,2012.0,Accessories,Faisal,0.26,0.36,0.0,0.1,0.72
2827,Rabbids Go Home,TMSales4,2009.0,Electric Actuators,Andrias,0.35,0.3,0.0,0.07,0.72
2828,Star Wars Episode III: Revenge of the Sith,TMSales9,2005.0,Directional Control Valves,Andrias,0.52,0.19,0.0,0.01,0.72
2829,Ultimate Spider-Man,TMSales7,2005.0,Directional Control Valves,Febby,0.6,0.02,0.0,0.1,0.72
2830,FIFA Soccer 13,TMSales1,2012.0,Directional Control Valves,Amir,0.19,0.46,0.0,0.08,0.72
2831,God Eater,TMSales17,2010.0,Directional Control Valves,Unknown,0.0,0.0,0.72,0.0,0.72
2832,Final Fantasy XIV: A Realm Reborn,TMSales11,2014.0,Fittings/Tubing,Square Enix,0.32,0.22,0.08,0.1,0.72
2833,SD Gundam G Generation,TMSales13,1998.0,Accessories,Yaqub,0.0,0.0,0.67,0.05,0.72
2834,Area 51,TMSales13,1996.0,Rotary Actuators,GT Interactive,0.4,0.27,0.0,0.05,0.72
2835,NBA Live 08,TMSales7,2007.0,Air Cylinders,Amir,0.59,0.02,0.01,0.1,0.72
2836,Dead to Rights,TMSales14,2002.0,Rotary Actuators,Amir,0.53,0.17,0.0,0.03,0.72
2837,Tiger Woods PGA Tour 07,TMSales7,2006.0,Air Cylinders,Amir,0.6,0.02,0.0,0.1,0.72
2838,Test Drive 6,TMSales13,1999.0,Switches/Sensors,Kriston,0.4,0.27,0.0,0.05,0.72
2839,Kouchuu Ouja Mushi King,TMSales9,2005.0,Directional Control Valves,Amin,0.0,0.0,0.7,0.02,0.72
2840,LEGO Harry Potter: Years 5-7,TMSales4,,Directional Control Valves,Warner Bros. Interactive Entertainment,0.35,0.3,0.0,0.07,0.72
2841,Major League Baseball 2K7,TMSales5,2007.0,Air Cylinders,Spike,0.67,0.0,0.0,0.05,0.72
2842,X-Men: Mutant Academy 2,TMSales13,2001.0,FRL,Febby,0.4,0.27,0.0,0.05,0.72
2843,Terraria,TMSales5,2013.0,Directional Control Valves,505 Games,0.35,0.31,0.0,0.06,0.72
2844,Jampack Winter 2001,TMSales7,2001.0,Vacuum Equipment,Ferdi,0.35,0.28,0.0,0.09,0.72
2845,Kangaroo,TMSales16,1982.0,Electric Actuators,Kriston,0.67,0.04,0.0,0.01,0.72
2846,James Bond 007: Blood Stone,TMSales6,2010.0,Rotary Actuators,Febby,0.18,0.38,0.02,0.13,0.72
2847,Ben 10: Protector of Earth,TMSales17,2007.0,Directional Control Valves,D3Publisher,0.23,0.31,0.0,0.18,0.72
2848,Skate,TMSales5,2007.0,Air Cylinders,Amir,0.62,0.04,0.0,0.06,0.72
2849,Super Monkey Ball Jr.,TMSales9,2002.0,Air Preparation,Kriston,0.51,0.19,0.0,0.01,0.72
2850,Driver: San Francisco,TMSales5,2011.0,Switches/Sensors,Andrias,0.25,0.39,0.0,0.08,0.72
2851,MLB 09: The Show,TMSales6,2009.0,Air Cylinders,Ferdi,0.66,0.0,0.0,0.05,0.72
2852,Monster Hunter Tri,TMSales20,2012.0,Fittings/Tubing,Bayu,0.26,0.19,0.22,0.04,0.72
2853,Mobile Suit Gundam: Encounters in Space,TMSales7,2003.0,Flow Control,Yaqub,0.05,0.04,0.61,0.01,0.72
2854,Catherine,TMSales6,2011.0,Lubrication,Deep Silver,0.3,0.15,0.2,0.07,0.72
2855,Fear Effect,TMSales13,1998.0,Directional Control Valves,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
2856,FIFA Soccer 11,TMSales4,2010.0,Air Cylinders,Amir,0.13,0.5,0.0,0.09,0.72
2857,Crysis,TMSales15,2007.0,Rotary Actuators,Amir,0.0,0.69,0.0,0.03,0.72
2858,Battlefield: Bad Company 2,TMSales15,2010.0,Rotary Actuators,Amir,0.19,0.53,0.0,0.0,0.71
2859,The Lord of the Rings: The Two Towers,TMSales14,2002.0,Directional Control Valves,Amir,0.45,0.24,0.0,0.03,0.71
2860,Madden NFL 2003,TMSales14,2002.0,Air Cylinders,Amir,0.67,0.02,0.0,0.03,0.71
2861,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,TMSales1,2007.0,Fittings/Tubing,Square Enix,0.18,0.01,0.5,0.02,0.71
2862,MLB 13: The Show,TMSales6,2013.0,Air Cylinders,Ferdi,0.66,0.0,0.0,0.05,0.71
2863,Omerta: City of Gangsters,TMSales5,2011.0,Flow Control,Rizal,0.42,0.23,0.0,0.06,0.71
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,TMSales11,2015.0,Directional Control Valves,Square Enix,0.16,0.13,0.37,0.06,0.71
2865,Virtua Fighter 4: Evolution,TMSales7,2003.0,FRL,Amin,0.35,0.27,0.0,0.09,0.71
2866,Top Spin 4,TMSales6,2011.0,Air Cylinders,Faisal,0.17,0.4,0.0,0.14,0.71
2867,Resident Evil: Survivor,TMSales13,2000.0,Directional Control Valves,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2868,Dynasty Warriors 6,TMSales6,2007.0,Directional Control Valves,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2869,Super Trucks Racing,TMSales7,2002.0,Switches/Sensors,Jester Interactive,0.35,0.27,0.0,0.09,0.71
2870,Persona Q: Shadow of the Labyrinth,TMSales10,2014.0,Fittings/Tubing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2871,Madden NFL 08,TMSales17,2007.0,Air Cylinders,Amir,0.6,0.04,0.0,0.07,0.71
2872,Godzilla: Destroy All Monsters Melee,TMSales19,2002.0,FRL,Kriston,0.55,0.14,0.0,0.02,0.71
2873,Jeremy McGrath Supercross 2000,TMSales13,2000.0,Switches/Sensors,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71
2874,Conker: Live And Reloaded,TMSales14,2005.0,Lubrication,Agus,0.49,0.2,0.0,0.02,0.71
2875,Silent Hill 3,TMSales7,2003.0,Directional Control Valves,Rizal,0.35,0.27,0.0,0.09,0.71
2876,Madden NFL 09,TMSales17,2008.0,Air Cylinders,Amir,0.65,0.0,0.0,0.06,0.71
2877,Final Fantasy X/X-2 HD Remaster,TMSales11,2015.0,Fittings/Tubing,Square Enix,0.29,0.25,0.06,0.11,0.71
2878,Yu-Gi-Oh! The Falsebound Kingdom,TMSales19,2002.0,Accessories,Rizal,0.49,0.13,0.07,0.02,0.71
2879,LEGO Rock Band,TMSales1,2009.0,Vacuum Equipment,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
2880,MLB 10: The Show,TMSales6,2010.0,Air Cylinders,Ferdi,0.66,0.0,0.0,0.05,0.71
2881,Spyro: Enter the Dragonfly,TMSales19,2002.0,Electric Actuators,Universal Interactive,0.55,0.14,0.0,0.02,0.71
2882,Scooby-Doo 2: Monsters Unleashed,TMSales9,2004.0,Directional Control Valves,Yogi,0.51,0.19,0.0,0.01,0.71
2883,Power Rangers: Dino Thunder,TMSales7,2004.0,Directional Control Valves,Yogi,0.35,0.27,0.0,0.09,0.71
2884,Rhythm Heaven: The Best+,TMSales10,2015.0,Vacuum Equipment,Bayu,0.0,0.0,0.71,0.0,0.71
2885,LEGO Racers,TMSales12,1999.0,Switches/Sensors,LEGO Media,0.51,0.18,0.0,0.01,0.71
2886,WWF Attitude,TMSales12,1999.0,FRL,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71
2887,Blast Corps,TMSales12,1997.0,Directional Control Valves,Bayu,0.39,0.09,0.17,0.06,0.71
2888,LEGO Harry Potter: Years 1-4,TMSales17,2010.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71
2889,Tactics Ogre: Let Us Cling Together,TMSales8,1995.0,Fittings/Tubing,Quest,0.0,0.0,0.71,0.0,0.71
2890,"WarioWare, Inc.: Mega Party Game$",TMSales19,2003.0,Air Preparation,Bayu,0.2,0.05,0.44,0.02,0.71
2891,Football Manager 2014,TMSales15,2013.0,Air Cylinders,Amin,0.0,0.6,0.0,0.1,0.71
2892,Battle Arena Toshinden 2,TMSales13,1995.0,FRL,Ferdi,0.15,0.1,0.41,0.05,0.71
2893,WWE SmackDown vs. Raw 2011,TMSales17,2010.0,FRL,Yogi,0.22,0.31,0.0,0.17,0.71
2894,Jeopardy!,TMSales13,1997.0,Vacuum Equipment,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71
2895,South Park,TMSales13,1998.0,Rotary Actuators,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71
2896,Metal Gear Solid V: The Phantom Pain,TMSales18,2015.0,Directional Control Valves,Rizal,0.37,0.26,0.01,0.06,0.71
2897,Two Worlds,TMSales5,2007.0,Fittings/Tubing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71
2898,Doom 3: Resurrection of Evil,TMSales14,2005.0,Rotary Actuators,Febby,0.53,0.15,0.0,0.03,0.71
2899,NCAA Football 09,TMSales5,2008.0,Air Cylinders,Amir,0.65,0.0,0.0,0.05,0.71
2900,NBA Live 09,TMSales5,2008.0,Air Cylinders,Amir,0.5,0.14,0.0,0.07,0.71
2901,Ratchet & Clank: Into the Nexus,TMSales6,2013.0,Rotary Actuators,Ferdi,0.3,0.29,0.0,0.11,0.71
2902,Spider-Man 2,TMSales17,2005.0,Directional Control Valves,Febby,0.35,0.21,0.0,0.14,0.71
2903,2014 FIFA World Cup Brazil,TMSales6,2014.0,Air Cylinders,Amir,0.15,0.39,0.01,0.16,0.71
2904,London 2012: The Official Video Game of the Olympic Games,TMSales6,2012.0,Air Cylinders,Amin,0.06,0.5,0.0,0.15,0.7
2905,NHL 12,TMSales5,2011.0,Air Cylinders,Amir,0.55,0.1,0.0,0.05,0.7
2906,Tony Hawk's Underground,TMSales19,2003.0,Air Cylinders,Febby,0.54,0.14,0.0,0.02,0.7
2907,Infinite Undiscovery,TMSales5,2008.0,Fittings/Tubing,Square Enix,0.34,0.18,0.12,0.06,0.7
2908,Super Bomberman 3,TMSales8,1994.0,Air Preparation,Hudson Soft,0.0,0.0,0.7,0.0,0.7
2909,Command & Conquer: Red Alert Retaliation,TMSales13,1998.0,Accessories,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
2910,The Sims 2: Apartment Pets,TMSales4,2008.0,Flow Control,Amir,0.32,0.31,0.0,0.07,0.7
2911,Star Wars: Obi-Wan,TMSales14,2001.0,Directional Control Valves,Febby,0.52,0.16,0.0,0.02,0.7
2912,NCAA Football 08,TMSales5,2007.0,Air Cylinders,Amir,0.65,0.0,0.0,0.05,0.7
2913,Kill.Switch,TMSales7,2003.0,Rotary Actuators,Ferdi,0.34,0.27,0.0,0.09,0.7
2914,Lalaloopsy,TMSales4,2011.0,Flow Control,Febby,0.54,0.1,0.0,0.06,0.7
2915,Madden NFL 2005,TMSales19,2004.0,Air Cylinders,Amir,0.54,0.14,0.0,0.02,0.7
2916,F-14 Tomcat,TMSales9,2001.0,Directional Control Valves,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7
2917,SplashDown,TMSales7,2001.0,Switches/Sensors,Kriston,0.34,0.27,0.0,0.09,0.7
2918,NCAA Football 98,TMSales13,1997.0,Air Cylinders,Amir,0.39,0.27,0.0,0.05,0.7
2919,Jade Empire,TMSales14,2005.0,Fittings/Tubing,Agus,0.48,0.19,0.0,0.03,0.7
2920,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",TMSales6,2009.0,Rotary Actuators,Febby,0.28,0.3,0.0,0.12,0.7
2921,The Sims 3,TMSales4,2010.0,Flow Control,Amir,0.39,0.25,0.0,0.06,0.7
2922,Skylanders: Trap Team,TMSales20,2014.0,Directional Control Valves,Febby,0.39,0.25,0.0,0.06,0.7
2923,Prince of Persia: The Forgotten Sands,TMSales6,2010.0,Directional Control Valves,Andrias,0.19,0.36,0.01,0.13,0.7
2924,Chocobo's Dungeon 2,TMSales13,1998.0,Fittings/Tubing,SquareSoft,0.04,0.03,0.58,0.05,0.7
2925,Advance Wars,TMSales9,2001.0,Accessories,Bayu,0.5,0.19,0.0,0.01,0.7
2926,Hannah Montana: The Movie,TMSales4,2009.0,Lubrication,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7
2927,World of Zoo,TMSales4,2009.0,Flow Control,Yogi,0.43,0.2,0.0,0.06,0.7
2928,Ape Escape: On the Loose,TMSales17,2005.0,Electric Actuators,Ferdi,0.52,0.01,0.12,0.05,0.7
2929,NASCAR 2001,TMSales7,2000.0,Switches/Sensors,Amir,0.34,0.27,0.0,0.09,0.7
2930,IL-2 Sturmovik: Birds of Prey,TMSales6,2009.0,Flow Control,505 Games,0.34,0.26,0.0,0.1,0.7
2931,Book of Spells,TMSales6,2012.0,Directional Control Valves,Ferdi,0.13,0.4,0.0,0.16,0.7
2932,NCAA Football 2001,TMSales13,2000.0,Air Cylinders,Amir,0.39,0.26,0.0,0.05,0.7
2933,Mafia,TMSales7,2004.0,Directional Control Valves,Illusion Softworks,0.34,0.27,0.0,0.09,0.7
2934,Mobile Suit Gundam: Journey to Jaburo,TMSales7,2000.0,Flow Control,Yaqub,0.16,0.13,0.36,0.04,0.7
2935,Metal Gear Solid V: The Phantom Pain,TMSales6,2015.0,Directional Control Valves,Rizal,0.21,0.18,0.22,0.08,0.7
2936,TimeSplitters 2,TMSales7,2002.0,Rotary Actuators,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
2937,MotionSports,TMSales5,2010.0,Air Cylinders,Andrias,0.38,0.26,0.0,0.06,0.7
2938,MLB 08: The Show,TMSales6,2008.0,Air Cylinders,Ferdi,0.64,0.0,0.0,0.05,0.7
2939,Classic NES Series: Zelda II: The Adventure of Link,TMSales9,2004.0,Lubrication,Bayu,0.37,0.14,0.17,0.01,0.7
2940,Fire Emblem: Monsh? no Nazo,TMSales8,1994.0,Fittings/Tubing,Bayu,0.0,0.0,0.7,0.0,0.7
2941,Disney's Chicken Little,TMSales9,2005.0,Electric Actuators,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
2942,King Kong,TMSales16,1981.0,Directional Control Valves,Tigervision,0.65,0.04,0.0,0.01,0.69
2943,WWE 2K15,TMSales5,2014.0,Air Cylinders,Faisal,0.38,0.26,0.0,0.06,0.69
2944,The LEGO Movie Videogame,TMSales10,2014.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69
2945,X-Men Origins: Wolverine - Uncaged Edition,TMSales5,2009.0,Directional Control Valves,Febby,0.42,0.21,0.0,0.06,0.69
2946,Metal Gear Solid: Portable Ops Plus,TMSales17,2007.0,Directional Control Valves,Rizal,0.26,0.01,0.26,0.17,0.69
2947,Disney Tangled,TMSales1,2010.0,Directional Control Valves,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69
2948,Shrek the Third,TMSales5,2007.0,Directional Control Valves,Febby,0.54,0.1,0.0,0.06,0.69
2949,Test Drive Unlimited 2,TMSales5,,Switches/Sensors,Kriston,0.3,0.32,0.0,0.07,0.69
2950,Moto Racer 2,TMSales13,1997.0,Switches/Sensors,Amir,0.39,0.26,0.0,0.05,0.69
2951,Halo 2 Multiplayer Map Pack,TMSales14,2005.0,Rotary Actuators,Agus,0.54,0.13,0.0,0.02,0.69
2952,Minecraft: Story Mode,TMSales6,2015.0,Lubrication,Mojang,0.25,0.33,0.0,0.11,0.69
2953,Mortal Kombat: Shaolin Monks,TMSales7,2005.0,Directional Control Valves,Midway Games,0.58,0.02,0.0,0.09,0.69
2954,MX vs. ATV Unleashed: On the Edge,TMSales17,2006.0,Switches/Sensors,Yogi,0.64,0.0,0.0,0.05,0.69
2955,Skylanders: Trap Team,TMSales6,2014.0,Directional Control Valves,Febby,0.24,0.33,0.0,0.12,0.69
2956,Mario Pinball Land,TMSales9,2004.0,Vacuum Equipment,Bayu,0.5,0.18,0.0,0.01,0.69
2957,Mappy,TMSales2,1984.0,Electric Actuators,Yaqub,0.0,0.0,0.69,0.0,0.69
2958,J-League Soccer: Prime Goal,TMSales8,1993.0,Air Cylinders,Yaqub,0.0,0.0,0.69,0.0,0.69
2959,Dragon Ball Z: Budokai,TMSales19,2003.0,FRL,Kriston,0.53,0.14,0.0,0.02,0.69
2960,NFL Xtreme,TMSales13,1998.0,Air Cylinders,Ferdi,0.38,0.26,0.0,0.05,0.69
2961,The Sly Collection,TMSales6,2010.0,Electric Actuators,Ferdi,0.52,0.09,0.01,0.07,0.69
2962,One Piece: Pirate Warriors 2,TMSales6,2013.0,Directional Control Valves,Yaqub,0.0,0.2,0.42,0.07,0.69
2963,Assassin's Creed IV: Black Flag,TMSales15,2013.0,Directional Control Valves,Andrias,0.22,0.38,0.0,0.1,0.69
2964,Harry Potter and the Chamber of Secrets,TMSales19,2002.0,Directional Control Valves,Amir,0.53,0.14,0.0,0.02,0.69
2965,Need for Speed: Shift 2 Unleashed,TMSales6,2011.0,Switches/Sensors,Amir,0.2,0.36,0.0,0.13,0.69
2966,The Lord of the Rings: The Return of the King,TMSales19,2003.0,Directional Control Valves,Amir,0.53,0.14,0.0,0.02,0.69
2967,Nintendo Presents: New Style Boutique 2 - Fashion Forward,TMSales10,2015.0,Vacuum Equipment,Bayu,0.01,0.61,0.02,0.04,0.69
2968,MX vs. ATV Untamed,TMSales5,2007.0,Switches/Sensors,Yogi,0.55,0.08,0.0,0.06,0.69
2969,The Last Remnant,TMSales5,2008.0,Fittings/Tubing,Square Enix,0.25,0.2,0.18,0.06,0.69
2970,Frozen: Olaf's Quest,TMSales4,2013.0,Electric Actuators,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69
2971,The Sims: Medieval,TMSales15,2011.0,Flow Control,Amir,0.27,0.32,0.0,0.1,0.69
2972,Baldur's Gate: Dark Alliance II,TMSales7,2004.0,Fittings/Tubing,Interplay,0.34,0.26,0.0,0.09,0.68
2973,Shark Tale,TMSales9,2004.0,Directional Control Valves,Febby,0.49,0.18,0.0,0.01,0.68
2974,Plants vs. Zombies: Garden Warfare,TMSales18,2014.0,Rotary Actuators,Amir,0.39,0.23,0.0,0.06,0.68
2975,Kirby's Dream Collection: Special Edition,TMSales1,2012.0,Directional Control Valves,Bayu,0.34,0.0,0.33,0.02,0.68
2976,Bakugan: Battle Brawlers,TMSales1,2009.0,Directional Control Valves,Febby,0.6,0.03,0.0,0.05,0.68
2977,Star Wars: Masters of Teras Kasi,TMSales13,1997.0,Directional Control Valves,LucasArts,0.38,0.26,0.0,0.04,0.68
2978,The Last Story,TMSales1,2011.0,Fittings/Tubing,Bayu,0.32,0.13,0.18,0.04,0.68
2979,NBA Street Vol. 2,TMSales14,2003.0,Air Cylinders,Amir,0.62,0.04,0.0,0.02,0.68
2980,Iron Man,TMSales6,2008.0,Directional Control Valves,Amin,0.32,0.25,0.0,0.11,0.68
2981,Disney Infinity 3.0,TMSales11,2015.0,Directional Control Valves,Disney Interactive Studios,0.21,0.36,0.0,0.11,0.68
2982,Spider-Man 3,TMSales6,2007.0,Electric Actuators,Febby,0.26,0.29,0.02,0.12,0.68
2983,NCAA Football 2005,TMSales14,2004.0,Air Cylinders,Amir,0.63,0.02,0.0,0.03,0.68
2984,Mortal Kombat Mythologies: Sub-Zero,TMSales13,1997.0,FRL,GT Interactive,0.38,0.26,0.0,0.04,0.68
2985,Rayman Legends,TMSales20,2013.0,Electric Actuators,Andrias,0.26,0.33,0.03,0.06,0.68
2986,Naruto: Clash of Ninja,TMSales19,2003.0,FRL,Tomy Corporation,0.53,0.14,0.0,0.02,0.68
2987,Prince of Persia: The Two Thrones,TMSales7,2005.0,Directional Control Valves,Andrias,0.57,0.02,0.0,0.09,0.68
2988,Hot Shots Golf: Open Tee 2,TMSales17,2007.0,Air Cylinders,Ferdi,0.21,0.11,0.28,0.08,0.68
2989,Metro: Last Light,TMSales11,2014.0,Directional Control Valves,Deep Silver,0.22,0.3,0.04,0.12,0.68
2990,Fossil Fighters: Champions,TMSales4,2010.0,Fittings/Tubing,Bayu,0.32,0.0,0.34,0.02,0.68
2991,Mercenaries: Playground of Destruction,TMSales14,2005.0,Directional Control Valves,LucasArts,0.54,0.11,0.0,0.03,0.68
2992,Sniper Elite 3,TMSales11,2014.0,Rotary Actuators,505 Games,0.22,0.33,0.0,0.13,0.68
2993,Doom (2016),TMSales18,2016.0,Rotary Actuators,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68
2994,Bushido Blade 2,TMSales13,1998.0,FRL,SquareSoft,0.25,0.17,0.22,0.04,0.68
2995,Suikoden II,TMSales13,1998.0,Fittings/Tubing,Rizal,0.15,0.1,0.38,0.04,0.68
2996,Need for Speed (2015),TMSales18,2015.0,Switches/Sensors,Amir,0.3,0.33,0.0,0.06,0.68
2997,Cars: Mater-National Championship,TMSales4,2007.0,Switches/Sensors,Yogi,0.63,0.01,0.0,0.05,0.68
2998,FIFA Soccer 06,TMSales14,2005.0,Air Cylinders,Amir,0.29,0.38,0.0,0.01,0.68
2999,Hidden Objects: Mystery Stories,TMSales4,2009.0,Lubrication,GSP,0.19,0.43,0.0,0.05,0.68
3000,Red Steel,TMSales1,2006.0,Rotary Actuators,Andrias,0.55,0.04,0.04,0.05,0.68
3001,Fight Night 2004,TMSales14,2004.0,FRL,Amir,0.51,0.15,0.0,0.02,0.68
3002,Tourist Trophy: The Real Riding Simulator,TMSales7,2006.0,Switches/Sensors,Ferdi,0.28,0.22,0.11,0.07,0.68
3003,Mass Effect,TMSales15,2008.0,Fittings/Tubing,Amir,0.0,0.59,0.0,0.09,0.68
3004,.hack//Mutation Part 2,TMSales7,2002.0,Fittings/Tubing,Kriston,0.23,0.18,0.2,0.06,0.68
3005,Country Dance,TMSales1,2011.0,Vacuum Equipment,Funbox Media,0.59,0.04,0.0,0.04,0.68
3006,Turok,TMSales6,2008.0,Directional Control Valves,Touchstone,0.35,0.22,0.01,0.1,0.68
3007,Midway Arcade Treasures 2,TMSales7,2004.0,Vacuum Equipment,Midway Games,0.33,0.26,0.0,0.09,0.68
3008,100 Classic Books,TMSales4,2008.0,Vacuum Equipment,Bayu,0.13,0.52,0.0,0.02,0.67
3009,Unreal Tournament III,TMSales6,2007.0,Rotary Actuators,Midway Games,0.33,0.24,0.0,0.11,0.67
3010,Final Fantasy Crystal Chronicles: Ring of Fates,TMSales4,2007.0,Fittings/Tubing,Square Enix,0.22,0.01,0.42,0.02,0.67
3011,Return to Castle Wolfenstein: Tides of War,TMSales14,2003.0,Rotary Actuators,Febby,0.49,0.16,0.0,0.02,0.67
3012,Need for Speed Rivals,TMSales18,2013.0,Switches/Sensors,Amir,0.45,0.17,0.0,0.05,0.67
3013,Lollipop Chainsaw,TMSales6,2012.0,Directional Control Valves,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67
3014,The Darkness,TMSales6,2007.0,Rotary Actuators,Faisal,0.2,0.34,0.0,0.13,0.67
3015,Street Sk8er,TMSales13,1998.0,Air Cylinders,Amir,0.37,0.25,0.0,0.04,0.67
3016,Club Penguin: Elite Penguin Force - Herbert's Revenge,TMSales4,2010.0,Lubrication,Disney Interactive Studios,0.4,0.22,0.0,0.06,0.67
3017,Contra: Legacy of War,TMSales13,1996.0,Rotary Actuators,Rizal,0.37,0.25,0.0,0.04,0.67
3018,Blazing Angels: Squadrons of WWII,TMSales6,2006.0,Flow Control,Andrias,0.35,0.22,0.0,0.1,0.67
3019,Fight Night Round 2004,TMSales14,2004.0,FRL,Amir,0.46,0.18,0.0,0.03,0.67
3020,Wolfenstein: The New Order,TMSales18,2014.0,Rotary Actuators,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67
3021,The Biggest Loser: Challenge,TMSales1,2010.0,Air Cylinders,Yogi,0.49,0.13,0.0,0.05,0.67
3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,TMSales4,2006.0,Vacuum Equipment,Rocket Company,0.0,0.0,0.67,0.0,0.67
3023,Spice World,TMSales13,1998.0,Directional Control Valves,Ferdi,0.37,0.25,0.0,0.04,0.67
3024,Star Wars: Republic Commando,TMSales14,2005.0,Rotary Actuators,Febby,0.48,0.17,0.0,0.02,0.67
3025,Armored Core 3,TMSales7,2002.0,Flow Control,Metro 3D,0.22,0.17,0.23,0.06,0.67
3026,Need For Speed: Undercover,TMSales1,2008.0,Switches/Sensors,Amir,0.27,0.32,0.0,0.07,0.67
3027,Taiko no Tatsujin Wii,TMSales1,2008.0,Vacuum Equipment,Yaqub,0.0,0.0,0.67,0.0,0.67
3028,The Witcher 3: Wild Hunt,TMSales15,2015.0,Fittings/Tubing,Yaqub,0.2,0.42,0.0,0.05,0.67
